title,popularity,genres,rating,language
Penguins of Madagascar,76,"Family, Animation, Adventure, Comedy",6.5,en
Divergent,76,"Action, Adventure, Science Fiction",6.914,en
The Handmaiden,76,"Thriller, Drama, Romance",8.2,ko
La La Land,76,"Comedy, Drama, Romance, Music",7.9,en
Annabelle: Creation,76,Horror,6.593,en
John Wick: Chapter 3 - Parabellum,76,"Action, Thriller, Crime",7.443,en
Soul,76,"Animation, Family, Comedy, Fantasy",8.1,en
Luca,76,"Animation, Comedy, Fantasy, Adventure, Family",7.8,en
Eternals,76,"Science Fiction, Action, Adventure",6.83,en
Minions: The Rise of Gru,76,"Animation, Comedy, Family, Adventure",7.303,en
Prey,76,"Thriller, Action, Science Fiction",7.698,en
Heaven in Hell,76,"Drama, Romance",6.8,pl
Perfect Addiction,76,"Drama, Romance",6.8,en
Dungeons & Dragons: Honor Among Thieves,76,"Adventure, Fantasy, Comedy",7.343,en
Kill,76,"Action, Crime, Thriller, Drama",7.1,hi
Look Back,76,"Animation, Drama",8,ja
The Bad Shepherd,76,"Thriller, Crime",5.8,en
Let Me Be With You,76,"Romance, Comedy, Drama",5.8,es
Maleficent,75,"Fantasy, Adventure, Action, Family, Romance",7.1,en
Resident Evil: Welcome to Raccoon City,75,"Action, Horror, Science Fiction",5.965,en
The Amateur,75,"Thriller, Action",0,en
Inheritance,75,Thriller,5.5,en
A Serbian Film,74,"Crime, Horror, Thriller",5.471,sr
Dragon Ball Z: Resurrection 'F',74,"Action, Animation, Science Fiction",6.8,ja
Split,74,"Horror, Thriller",7.3,en
The Dark Tower,74,"Fantasy, Action, Science Fiction",5.76,en
Mission: Impossible - Fallout,74,"Action, Adventure",7.429,en
Frozen II,74,"Family, Animation, Adventure, Comedy, Fantasy",7.2,en
Battle for the Western Front,74,War,6.1,en
Scream VI,74,"Horror, Crime, Thriller",7,en
Through My Window 3: Looking at You,74,"Romance, Drama, Comedy",6.944,es
Cinderella's Curse,74,"Horror, Fantasy",6,en
Sing Sing,74,Drama,7.593,en
Real Steel,73,"Action, Science Fiction, Drama",7.046,en
The Hobbit: The Desolation of Smaug,73,"Fantasy, Adventure, Action",7.571,en
Sing,73,"Animation, Comedy, Family, Music",7.112,en
The Meg,73,"Action, Science Fiction, Horror",6.251,en
Sicario: Day of the Soldado,73,"Action, Crime, Thriller",6.9,en
Raya and the Last Dragon,73,"Animation, Family, Fantasy, Action, Adventure",7.841,en
My Grandfather's Demons,73,"Animation, Drama, Fantasy",5.8,pt
Redeeming Love,73,"Romance, Drama, Western",7.8,en
Trolls Band Together,73,"Animation, Family, Music, Fantasy, Comedy",7.303,en
SDI: Secret Department of Intervention,73,Action,5.2,fr
Afraid,73,"Horror, Science Fiction, Thriller",6,en
The Calendar Killer,73,"Crime, Thriller",6.2,de
Beverly Hills Cop: Axel F,73,"Action, Comedy, Crime",6.7,en
The Intouchables,72,"Drama, Comedy",8.273,fr
The Dark Knight Rises,72,"Action, Crime, Drama, Thriller",7.8,en
The Imitation Game,72,"History, Drama, Thriller, War",7.996,en
Lucy,72,"Action, Science Fiction",6.457,en
Scouts Guide to the Zombie Apocalypse,72,"Comedy, Horror",6.5,en
Independence Day: Resurgence,72,"Action, Adventure, Science Fiction",5.332,en
The Fate of the Furious,72,"Action, Crime, Thriller",6.9,en
The Grinch,72,"Animation, Family, Comedy, Fantasy",6.9,en
Green Book,72,"Drama, History",8.236,en
The Nun,72,Horror,5.892,en
It Chapter Two,72,"Horror, Thriller",6.839,en
Greenland,72,"Action, Thriller, Science Fiction",7.1,en
Sorairo Utility,72,"Animation, Comedy",4.6,ja
Fall,72,Thriller,7.1,en
"Miraculous: Ladybug & Cat Noir, The Movie",72,"Animation, Fantasy, Action, Romance, Family",7.617,fr
Gran Turismo,72,"Adventure, Action, Drama",7.767,en
Operation Fortune: Ruse de Guerre,72,"Action, Thriller, Comedy, Adventure",6.484,en
Saptha Kandam,72,"Drama, Romance",0,ml
House of Ga'a,72,"Action, History",5.5,en
Rita,72,Drama,6.375,es
Monster Summer,72,"Adventure, Fantasy, Mystery, Horror",6.4,en
Twilight of the Warriors: Walled In,72,"Action, Crime, Thriller",7,cn
Queer,72,"Drama, Romance",6.915,en
Undisputed III: Redemption,71,"Action, Thriller, Crime, Drama",7.517,en
The Hangover Part II,71,Comedy,6.5,en
Jack Reacher,71,"Crime, Drama, Thriller, Action",6.64,en
The Revenant,71,"Western, Drama, Adventure",7.532,en
13 Hours: The Secret Soldiers of Benghazi,71,"War, Action, History, Drama, Thriller",7.273,en
The Accountant,71,"Crime, Thriller, Drama",7.1,en
10 Lives,71,"Animation, Comedy, Family, Fantasy",7.8,en
Kalikot,71,Drama,6.8,tl
The Devil's Bath,71,"Drama, Mystery, History, Horror",6.8,de
Bag of Lies,71,"Horror, Thriller",5.6,en
The Watchers,71,"Fantasy, Horror, Mystery",6.4,en
Freedom,71,"Action, Romance, Drama",6.4,fr
How to Train Your Dragon,71,"Fantasy, Adventure, Family, Action",0,en
Deadpool 2,70,"Action, Comedy, Adventure",7.489,en
Creed II,70,"Drama, Action",7,en
A Man Called Otto,70,"Comedy, Drama",7.77,en
Attack,70,"Action, Science Fiction, Thriller",6.8,hi
Mantra Warrior: The Legend of The Eight Moons,70,"Animation, Action, Adventure, Fantasy, Science Fiction",7.4,th
The Marvels,70,"Science Fiction, Adventure, Action",6.028,en
Hounds of War,70,"Action, Thriller",6.3,en
The Jack in the Box Rises,70,Horror,6.6,en
Pushpa 2 - The Rule,70,"Action, Drama, Thriller, Crime",6.762,te
The Social Network,69,Drama,7.368,en
American Sniper,69,"War, Action",7.423,en
X-Men: Days of Future Past,69,"Action, Adventure, Science Fiction",7.529,en
Maze Runner: The Scorch Trials,69,"Science Fiction, Action, Thriller, Adventure",6.7,en
X-Men: Apocalypse,69,"Action, Adventure, Science Fiction, Fantasy",6.512,en
John Wick: Chapter 2,69,"Action, Thriller, Crime",7.332,en
Rambo: Last Blood,69,"Action, Thriller, Drama",6.534,en
SPY x FAMILY CODE: White,69,"Animation, Comedy, Adventure, Action",7,ja
The Zone of Interest,69,"Drama, History, War",7.04,en
Alice in Terrorland,69,"Horror, Thriller",6,en
Extraction 2,69,"Action, Thriller",7.433,en
Challengers,69,"Romance, Drama",7,en
Officer Black Belt,69,"Action, Comedy, Crime",7.7,ko
Unstoppable,69,"Drama, History",4.8,en
Bangkok Breaking: Heaven and Hell,69,"Action, Crime, Drama, Thriller",6.6,th
Madame Web,69,"Action, Fantasy",5.4,en
The Union,69,"Action, Comedy",6.2,en
Rango,68,"Animation, Comedy, Family, Western, Adventure",6.867,en
Puss in Boots,68,"Animation, Family, Fantasy, Adventure, Comedy",6.569,en
Despicable Me 2,68,"Animation, Comedy, Family",6.9,en
Dawn of the Planet of the Apes,68,"Science Fiction, Action, Drama, Thriller",7.33,en
Kingsman: The Secret Service,68,"Crime, Comedy, Action, Adventure",7.6,en
Reunion Goals: The Beginning,68,"Comedy, Romance",8.5,ko
Fifty Shades Darker,68,"Drama, Romance",6.5,en
It,68,"Horror, Thriller",7.24,en
Transformers: The Last Knight,68,"Action, Adventure, Science Fiction",6,en
Babylon,68,"Drama, Comedy",7.369,en
Creation of the Gods I: Kingdom of Storms,68,"Action, Fantasy, War",7.1,zh
Uprising,68,"Action, Drama, History",7,ko
The Return,68,"History, Drama, Adventure",6.6,en
A Working Man,68,"Action, Thriller, Adventure",0,en
Brave,67,"Animation, Adventure, Comedy, Family, Action, Fantasy",7.02,en
Pixels,67,"Action, Comedy, Science Fiction",5.7,en
Mission: Impossible - Rogue Nation,67,"Action, Adventure",7.207,en
Arrival,67,"Drama, Science Fiction, Mystery",7.609,en
Knives Out,67,"Comedy, Crime, Mystery",7.844,en
Zack Snyder's Justice League,67,"Action, Adventure, Fantasy",8.1,en
Black Widow,67,"Action, Adventure, Science Fiction",7.214,en
Killers of the Flower Moon,67,"Crime, History, Drama",7.436,en
Mayhem!,67,"Action, Crime, Drama",6.638,fr
Carl's Date,67,"Animation, Adventure, Family, Comedy",7.5,en
Pimpinero: Blood and Oil,67,"Action, Crime, Drama",6.4,es
Ghostbusters: Frozen Empire,67,"Fantasy, Adventure, Comedy",6.5,en
A Different Man,67,"Comedy, Drama",7,en
Maria,67,"Drama, Music",6.5,en
Three Steps Above Heaven,66,"Romance, Drama",7.7,es
Insurgent,66,"Action, Science Fiction, Thriller",6.363,en
Chappie,66,"Crime, Action, Science Fiction",6.786,en
Annabelle Comes Home,66,Horror,6.401,en
Captain Marvel,66,"Action, Adventure, Science Fiction",6.8,en
The Croods: A New Age,66,"Animation, Family, Adventure, Fantasy, Comedy",7.5,en
The Matrix Resurrections,66,"Science Fiction, Action, Adventure",6.388,en
"The Tunnel to Summer, the Exit of Goodbyes",66,"Animation, Drama, Romance, Fantasy",7.7,ja
Humane,66,"Thriller, Horror, Science Fiction",5.346,en
Parthenope,66,"Romance, Drama",6.9,it
May the 12th Be with You,66,"Animation, Comedy",5.4,en
Time Cut,66,"Horror, Science Fiction, Thriller",5.672,en
Rebel Moon - Part Two: The Scargiver,66,"Science Fiction, Action",6.1,en
John Wick,65,"Action, Thriller",7.442,en
The Last: Naruto the Movie,65,"Action, Romance, Animation",7.4,ja
Kung Fu Panda 3,65,"Action, Adventure, Animation, Comedy, Family",6.9,en
Call Me by Your Name,65,"Romance, Drama",8.121,en
Get Out,65,"Mystery, Thriller, Horror",7.6,en
After We Fell,65,"Romance, Drama",7.04,en
One Piece Film Red,65,"Animation, Adventure, Action, Fantasy, Music",7.2,ja
Terrifier 2,65,"Horror, Thriller",6.7,en
Dear David,65,"Drama, Romance, Fantasy",6.2,id
Leo,65,"Animation, Comedy, Family",7.445,en
The Creator,65,"Science Fiction, Action, Adventure",7.067,en
Upgraded,65,"Romance, Comedy",7.217,en
Gunner,65,"Action, Thriller, Crime",5.4,en
The Forge,65,"Drama, Family",8.3,en
Percy Jackson & the Olympians: The Lightning Thief,64,"Adventure, Fantasy, Family",6.21,en
Madagascar 3: Europe's Most Wanted,64,"Animation, Family, Comedy, Adventure",6.6,en
The Babadook,64,"Drama, Horror",6.5,en
Incredibles 2,64,"Action, Adventure, Animation, Family",7.5,en
Terrifier,64,"Horror, Thriller",6.354,en
Alita: Battle Angel,64,"Action, Science Fiction, Adventure",7.238,en
Jumanji: The Next Level,64,"Adventure, Comedy, Fantasy",6.898,en
Free Guy,64,"Comedy, Adventure, Science Fiction",7.485,en
MadS,64,"Horror, Thriller",6.838,fr
Given the Movie: Hiiragi Mix,64,"Animation, Romance",6.5,ja
Trouble,64,"Action, Comedy, Crime",6.7,sv
Jackpot!,64,"Comedy, Action",6.4,en
Skinford 2: The Curse,64,"Thriller, Action",6.219,es
The Electric State,64,"Drama, Adventure, Science Fiction",7,en
The Accountant 2,64,"Crime, Thriller, Action",0,en
Mission: Impossible - Ghost Protocol,63,"Action, Thriller, Adventure",7.093,en
Sexual Chronicles of a French Family,63,"Comedy, Drama, Romance",5.397,fr
The Book of Life,63,"Animation, Adventure, Comedy, Family, Fantasy",7.5,en
No Time to Die,63,"Action, Thriller, Adventure",7.4,en
All Quiet on the Western Front,63,"War, History, Drama",7.7,de
No Hard Feelings,63,"Comedy, Romance",6.755,en
Die Alone,63,"Horror, Thriller, Science Fiction",5.694,en
The Exorcism,63,"Horror, Thriller",5.1,en
Monkey Man,63,"Action, Thriller",6.9,en
The Strangers: Chapter 1,63,"Horror, Thriller",5.767,en
Autumn and the Black Jaguar,63,"Adventure, Family",6.6,fr
An Almost Christmas Story,63,"Animation, Adventure, Fantasy, Family",7.2,en
Cooked,63,Drama,5.75,tr
Novocaine,63,"Action, Thriller, Comedy",0,en
The Conjuring: Last Rites,63,Horror,0,en
The Hunger Games,62,"Science Fiction, Adventure, Fantasy",7.214,en
Iron Man 3,62,"Action, Adventure, Science Fiction",6.9,en
Annabelle,62,Horror,5.8,en
Doctor Strange,62,"Action, Adventure, Fantasy",7.4,en
Maze Runner: The Death Cure,62,"Science Fiction, Action, Adventure, Thriller",7.094,en
Rebel Moon - Part One: A Child of Fire,62,"Science Fiction, Drama, Action, War",6.27,en
Society of the Snow,62,"Drama, History",8,es
Diabolik - Who Are You?,62,"Crime, Action, Mystery, Thriller",6.429,it
Through My Window: Across the Sea,62,"Romance, Drama, Comedy",6.586,es
Golden Kamuy,62,"Action, Adventure, Comedy",6.8,ja
MaXXXine,62,"Horror, Mystery, Crime",6.367,en
Sex,62,"Drama, Romance",5.4,no
Blended,61,"Comedy, Romance",6.9,en
The Good Dinosaur,61,"Adventure, Animation, Family",6.7,en
The Age of Adaline,61,"Romance, Fantasy, Drama",7.481,en
Baywatch,61,"Comedy, Action, Crime",6.1,en
Baby Driver,61,"Action, Crime",7.448,en
Terminator: Dark Fate,61,"Science Fiction, Action, Adventure, Thriller",6.4,en
PAW Patrol: The Movie,61,"Animation, Family, Adventure, Comedy",7.4,en
The Ice Age Adventures of Buck Wild,61,"Animation, Comedy, Family, Adventure",6.6,en
The Roundup: No Way Out,61,"Action, Crime, Comedy, Thriller, Drama",7.2,ko
Blue Beetle,61,"Action, Science Fiction, Adventure",6.712,en
Napoleon,61,"History, War, Romance",6.4,en
My Spy The Eternal City,61,"Action, Comedy",6.662,en
Daddy's Head,61,Horror,6.232,en
Imaginary,61,"Horror, Mystery",5.989,en
Double Blind,61,"Science Fiction, Horror, Thriller",5.9,en
Final Destination Bloodlines,61,"Horror, Mystery",0,en
Django Unchained,60,"Drama, Western",8.183,en
Thor: The Dark World,60,"Action, Adventure, Fantasy",6.5,en
Creed,60,"Action, Drama",7.408,en
Mechanic: Resurrection,60,"Action, Crime, Thriller",6,en
Logan,60,"Action, Drama, Science Fiction",7.8,en
The Equalizer 2,60,"Action, Thriller, Crime",6.768,en
Aladdin,60,"Adventure, Fantasy, Romance, Family",7.095,en
Maleficent: Mistress of Evil,60,"Family, Fantasy, Adventure, Action",7.303,en
Midsommar,60,"Horror, Drama, Mystery",7.2,en
The OctoGames,60,"Thriller, Action, Horror",5.4,en
Scream,60,"Horror, Mystery",6.668,en
After Everything,60,"Romance, Drama",6.903,en
The Pope's Exorcist,60,"Horror, Thriller",7,en
Lift,60,"Action, Comedy, Crime",6.456,en
Blood for Dust,60,"Action, Crime, Thriller",5.8,en
The Billionaire Escort's Secret,60,Romance,6,en
The Mouse Trap,60,"Horror, Thriller",4.129,en
Kung Fu Panda 2,59,"Animation, Family, Comedy",7,en
Monsters University,59,"Animation, Family",7.039,en
Attack on Titan,59,"Horror, Action, Science Fiction",6.1,ja
Warcraft,59,"Action, Adventure, Fantasy",6.38,en
The Shack,59,"Drama, Fantasy",7.488,en
Housemate's Wife,59,Romance,0,ko
Black Adam,59,"Action, Adventure, Science Fiction",6.9,en
Fantastic Beasts: The Secrets of Dumbledore,59,"Fantasy, Adventure",6.648,en
The Hunger Games: The Ballad of Songbirds & Snakes,59,"Drama, Science Fiction, Action, Adventure, Thriller, War",7.038,en
HAIKYU!! The Dumpster Battle,59,"Animation, Comedy",7.6,ja
Sting,59,"Horror, Science Fiction, Thriller",6.324,en
Darkness of Man,59,Action,6.6,en
Rippy,59,"Horror, Mystery",4.4,en
Cuckoo,59,"Horror, Mystery, Thriller",5.8,en
The Town,58,"Crime, Drama, Thriller",7.2,en
Predators,58,"Science Fiction, Action, Thriller",6.3,en
Megamind,58,"Animation, Action, Comedy, Family, Science Fiction",6.999,en
The Croods,58,"Animation, Adventure, Family, Fantasy, Comedy, Action",6.9,en
Exodus: Gods and Kings,58,"Adventure, Drama, Action",5.9,en
Godzilla,58,"Action, Drama, Science Fiction",6.342,en
Nightcrawler,58,"Crime, Drama, Thriller",7.7,en
Paddington 2,58,"Adventure, Comedy, Family",7.5,en
To All the Boys I've Loved Before,58,"Comedy, Romance",7.6,en
TINA,58,"Documentary, Music, TV Movie",7.7,en
Mavka: The Forest Song,58,"Animation, Adventure, Family, Fantasy",7.202,uk
Creed III,58,"Drama, Action",7.1,en
"Ruby Gillman, Teenage Kraken",58,"Animation, Family, Fantasy, Comedy",7.2,en
The Demon Disorder,58,Horror,5.7,en
Outlaw,58,"Action, Crime, Drama",6.2,pt
Invasion,58,"Action, Drama, Thriller",4.3,nl
The Love Scam,58,"Comedy, Romance",6.4,it
Just Go with It,57,"Comedy, Romance",6.7,en
Rio,57,"Animation, Adventure, Comedy, Family",6.7,en
Wreck-It Ralph,57,"Family, Animation, Comedy, Adventure",7.342,en
The Grand Budapest Hotel,57,"Comedy, Drama",8.042,en
The Hunger Games: Mockingjay - Part 2,57,"Action, Adventure, Science Fiction",6.897,en
Attack on Titan II: End of the World,57,"Horror, Science Fiction, Action",6.1,ja
Once Upon a Time... in Hollywood,57,"Comedy, Drama, Thriller",7.4,en
The Platform,57,"Drama, Science Fiction, Thriller",7,es
Sisu,57,"Action, War, Adventure",7.42,fi
Monster,57,"Mystery, Thriller, Drama",8,ja
Warhorse One,57,"Action, War, Drama",7.3,en
Underground Monster,57,"Fantasy, Adventure",5.7,zh
Hunting With Tigers,57,"Action, Thriller",6.1,fr
Old Guy,57,"Action, Comedy",5.094,en
Horizon: An American Saga - Chapter 1,57,"Western, Drama",6.908,en
One Fast Move,57,"Action, Drama, Romance",6.6,en
Kleks Academy,57,"Fantasy, Adventure, Family",6.1,pl
The 47,57,"Crime, Drama",7.326,ca
Superman,57,"Science Fiction, Adventure, Action",0,en
Who Is Luigi Mangione?,57,Documentary,6,en
The Mechanic,56,"Action, Thriller, Crime",6.518,en
Wrong Turn 5: Bloodlines,56,"Horror, Thriller",5.4,en
Hotel Transylvania,56,"Animation, Comedy, Family, Fantasy",7,en
The Martian,56,"Drama, Adventure, Science Fiction",7.688,en
Hidden Figures,56,"Drama, History",8.056,en
Sex Plate 17,56,"Comedy, Drama, Romance",6.3,ko
The Greatest Showman,56,Drama,7.9,en
Laboratory Conditions,56,"Horror, Drama",7.8,en
O Filho do Homem,56,Drama,0,pt
Lucy Shimmers and the Prince of Peace,56,"Drama, Family",8.4,en
A Quiet Place Part II,56,"Science Fiction, Thriller, Horror",7.475,en
Luck,56,"Animation, Adventure, Comedy, Fantasy",7.785,en
Bullet Train,56,"Action, Comedy, Thriller",7.442,en
The Bad Guys,56,"Family, Animation, Adventure, Comedy, Crime",7.546,en
Sri Asih,56,"Action, Adventure, Science Fiction, Fantasy, Drama",6.5,id
The Menu,56,"Comedy, Horror, Thriller",7.2,en
Gracie & Pedro: Pets to the Rescue,56,"Animation, Adventure, Comedy, Family",6.4,en
Breathe,56,"Action, Science Fiction, Mystery, Thriller",5.8,en
In a Violent Nature,56,"Horror, Thriller",5.7,en
Scream 4,55,"Horror, Mystery",6.5,en
Homefront,55,"Action, Thriller",6.9,en
Tomorrowland,55,"Adventure, Family, Mystery, Science Fiction",6.278,en
It Follows,55,"Horror, Mystery",6.6,en
A Monster Calls,55,"Fantasy, Adventure, Family",7.3,en
Purpose of Reunion 2,55,"Drama, Romance",5.2,ko
Upgrade,55,"Action, Thriller, Science Fiction",7.5,en
Godzilla: King of the Monsters,55,"Science Fiction, Action",6.693,en
Chaos Walking,55,"Fantasy, Science Fiction, Adventure",6.6,en
Jungle Cruise,55,"Fantasy, Adventure",7.3,en
Pearl,55,Horror,7.2,en
Purple Hearts,55,"Romance, Drama",8.102,en
Nowhere,55,"Thriller, Drama",7.4,es
Exhuma,55,"Mystery, Horror, Thriller",7.5,ko
The Thundermans Return,55,"Family, Science Fiction, Action, Comedy",7,en
Anaconda,55,"Adventure, Horror",7.1,zh
No Voltees,55,Horror,7.5,es
GATAO: Like Father Like Son,55,"Crime, Action",9,zh
Ad Vitam,55,"Thriller, Drama, Crime, Action",6.3,fr
I Want You,54,"Drama, Romance",7.4,es
The Hangover Part III,54,Comedy,6.211,en
Man of Steel,54,"Action, Adventure, Science Fiction",6.6,en
Tinker Bell and the Pirate Fairy,54,"Animation, Family",6.928,en
Wonder Woman,54,"Action, Adventure, Fantasy",7.2,en
Jumanji: Welcome to the Jungle,54,"Adventure, Comedy, Fantasy",6.821,en
Extinction,54,"Action, Drama, Science Fiction, Thriller",6,en
Bosomy Mom,54,"Drama, Romance",5.909,ko
Palm Springs,54,"Comedy, Romance, Science Fiction",7.3,en
Infinite,54,"Science Fiction, Action, Adventure, Thriller",6.605,en
Project Wolf Hunting,54,"Action, Thriller, Horror, Crime",6.378,ko
The School for Good and Evil,54,"Fantasy, Comedy, Adventure, Drama",7.047,en
The Black Phone,54,"Horror, Thriller",7.6,en
Sikandar Ka Muqaddar,54,"Thriller, Crime, Mystery, Action",5.6,hi
V/H/S/Beyond,54,"Horror, Science Fiction, Thriller",6.8,en
Case Closed: The Million-Dollar Pentagram,54,"Animation, Crime, Mystery, Action",7.1,ja
The Bayou,54,"Thriller, Horror, Action",5.4,en
The Chronicles of Narnia: The Voyage of the Dawn Treader,53,"Adventure, Family, Fantasy",6.4,en
The Expendables,53,"Thriller, Adventure, Action",6.248,en
The Cabin in the Woods,53,"Horror, Mystery",6.6,en
Ted,53,"Comedy, Fantasy",6.4,en
About Time,53,"Drama, Romance, Fantasy",7.9,en
Dragon Ball Z: Battle of Gods,53,"Animation, Action, Science Fiction",6.8,ja
Her,53,"Romance, Science Fiction, Drama",7.851,en
Hercules,53,"Action, Adventure",5.8,en
The Expendables 3,53,"Action, Adventure, Thriller",6.21,en
Spectre,53,"Action, Adventure, Thriller",6.555,en
Jupiter Ascending,53,"Science Fiction, Fantasy, Action",5.5,en
